236;20/06/2022;911;14;6;[Firewalls modernos - seguridad informática - 10]
237;25/07/2022;1092;16;4;[Charlas técnicas - comunidad - 10, Primeros lenguajes - historia de la informática - 6]
238;08/08/2022;1220;18;2;[Refactorización - ingeniería de software - 6]
239;15/08/2022;1287;18;6;[Refactorización - ingeniería de software - 12, Gamificación - educación - 10, RSA explicado - criptografía - 8]
240;22/08/2022;1008;20;5;[UX en apps - diseño - 10, Redes neuronales - inteligencia artificial - 12, El legado de Turing - historia de la informática - 6]
241;17/10/2022;641;14;5;[Prototipado rápido - diseño - 8, Sesgo en algoritmos - ética profesional - 10]
242;31/10/2022;1381;16;5;[IA en el aula - inteligencia artificial - 8, Análisis forense - seguridad informática - 8]
243;07/11/2022;1448;12;5;[Docker básico - infraestructura - 12, NoSQL práctico - bases de datos - 8, Aprendizaje automático - inteligencia artificial - 8]
244;14/11/2022;513;12;6;[Infraestructura como código - infraestructura - 12, HTML5 y CSS3 - desarrollo web - 12, Nacimiento del PC - historia de la informática - 12]
245;28/11/2022;861;12;4;[Orígenes del software libre - historia de la informática - 12]
246;05/12/2022;787;14;5;[Mentoría técnica - comunidad - 10]
247;19/12/2022;1178;14;4;[Diseño intuitivo - diseño - 8, Sesgo en algoritmos - ética profesional - 10]
248;09/01/2023;795;18;5;[Frameworks modernos - desarrollo web - 6]
249;13/02/2023;1255;12;6;[El legado de Turing - historia de la informática - 12]
250;03/04/2023;1044;16;2;[Moodle y LMS - educación - 12, TLS actualizado - criptografía - 12]
251;03/04/2023;908;12;6;[Cifrado simétrico - criptografía - 12]
252;10/04/2023;602;18;5;[Auditorías de red - seguridad informática - 6]
253;08/05/2023;630;18;6;[Charlas técnicas - comunidad - 10, Riesgos tecnológicos - ética profesional - 12]
254;08/05/2023;1079;12;5;[Foros de ayuda - comunidad - 12]
255;05/06/2023;1123;20;4;[Riesgos tecnológicos - ética profesional - 12, Programar en primaria - educación - 8]
256;19/06/2023;883;16;2;[Frameworks modernos - desarrollo web - 10, Hashing seguro - criptografía - 6, Análisis forense - seguridad informática - 8]
257;17/07/2023;869;12;4;[Docker básico - infraestructura - 12]
258;17/07/2023;527;14;4;[Web accesible - desarrollo web - 12, Firewalls modernos - seguridad informática - 6]
259;07/08/2023;1120;16;5;[Orígenes del software libre - historia de la informática - 8]
260;14/08/2023;930;18;2;[Firewalls modernos - seguridad informática - 8, Criptografía cuántica - criptografía - 6]
261;14/08/2023;1114;20;3;[Índices en SQL - bases de datos - 12, Tuning de consultas - bases de datos - 8, Responsabilidad del desarrollador - ética profesional - 8]
262;28/08/2023;1452;20;3;[Códigos de conducta - ética profesional - 12]
263;04/09/2023;1466;14;4;[Moodle y LMS - educación - 8, Testing ágil - ingeniería de software - 6, Índices en SQL - bases de datos - 12]
264;11/09/2023;1444;14;3;[Modelos generativos - inteligencia artificial - 6, Scrum diario - ingeniería de software - 10, NoSQL práctico - bases de datos - 10]
265;16/10/2023;619;20;2;[Visión por computador - inteligencia artificial - 8, Gamificación - educación - 12]
266;18/12/2023;1014;14;6;[Aprendizaje automático - inteligencia artificial - 10]
267;25/12/2023;1192;16;2;[Color y contraste - diseño - 12, Orígenes del software libre - historia de la informática - 12, Eventos open source - comunidad - 8]
268;05/02/2024;1460;16;5;[Modelos generativos - inteligencia artificial - 8]
269;19/02/2024;1319;16;4;[Tuning de consultas - bases de datos - 12, Nacimiento del PC - historia de la informática - 12]
270;08/04/2024;999;12;6;[Contraseñas seguras - seguridad informática - 12]
271;20/05/2024;1019;16;3;[Análisis forense - seguridad informática - 6, RSA explicado - criptografía - 10]
272;17/06/2024;1070;12;3;[Web accesible - desarrollo web - 12]
273;17/06/2024;1024;16;6;[Programar en primaria - educación - 8]
274;01/07/2024;879;20;3;[UX en apps - diseño - 12]
275;08/07/2024;737;16;5;[Normalización - bases de datos - 8, Análisis forense - seguridad informática - 8]
276;22/07/2024;659;18;4;[Sesgo en algoritmos - ética profesional - 6]
277;29/07/2024;1114;16;6;[Programar en primaria - educación - 8, Aprendizaje automático - inteligencia artificial - 8]
278;16/09/2024;901;14;3;[RSA explicado - criptografía - 12, Wireframes - diseño - 12, UX en apps - diseño - 10]
279;16/09/2024;656;18;2;[Responsabilidad del desarrollador - ética profesional - 8, Casos de uso - ingeniería de software - 6]
280;30/09/2024;1403;14;5;[Cifrado simétrico - criptografía - 10, El legado de Turing - historia de la informática - 8]
281;30/09/2024;1279;14;6;[Programar en primaria - educación - 10, Gamificación - educación - 6, Riesgos tecnológicos - ética profesional - 10]
282;07/10/2024;1445;16;4;[Mentoría técnica - comunidad - 6, Color y contraste - diseño - 10]
283;02/12/2024;762;12;6;[Programar en primaria - educación - 10, El legado de Turing - historia de la informática - 10]
284;20/01/2025;738;14;2;[Historia de Internet - historia de la informática - 12, Modelos generativos - inteligencia artificial - 6]
285;10/02/2025;1147;18;6;[Kubernetes fácil - infraestructura - 6]
286;24/03/2025;760;20;3;[Web accesible - desarrollo web - 8, Sesgo en algoritmos - ética profesional - 12]
287;07/04/2025;1187;20;6;[Sesgo en algoritmos - ética profesional - 12, Índices en SQL - bases de datos - 10, Infraestructura como código - infraestructura - 6]
288;14/04/2025;554;20;6;[Historia de Internet - historia de la informática - 6, Nuevas APIs web - desarrollo web - 12, Testing ágil - ingeniería de software - 10]
289;12/05/2025;1432;14;4;[El legado de Turing - historia de la informática - 10, Visión por computador - inteligencia artificial - 8]
290;12/05/2025;1108;14;4;[Primeros lenguajes - historia de la informática - 10]
291;26/05/2025;1293;18;4;[Contraseñas seguras - seguridad informática - 6]
292;16/06/2025;954;20;3;[Refactorización - ingeniería de software - 12, Normalización - bases de datos - 10, Sharding eficiente - bases de datos - 6]
293;23/06/2025;543;18;5;[Cifrado simétrico - criptografía - 6]
294;11/08/2025;795;18;2;[UX en apps - diseño - 12, TLS actualizado - criptografía - 10]
295;15/09/2025;1113;18;2;[Nacimiento del PC - historia de la informática - 6]
296;06/10/2025;932;20;5;[Prototipado rápido - diseño - 12]
297;20/10/2025;621;12;6;[Riesgos tecnológicos - ética profesional - 12]
298;08/12/2025;1216;18;2;[Criptografía cuántica - criptografía - 6]
299;22/12/2025;788;14;2;[Tuning de consultas - bases de datos - 10]
